54.819368,36.020583
54.706493,36.480368
54.578827,37.050587
54.858962,39.045034
54.814149,39.785565
54.72032,40.595346
54.612786,41.370513
54.757551,42.00869
55.152507,42.033541
55.65171,42.374271
56.30413,43.806199
56.243289,44.345705
56.198584,44.298207
56.149442,45.20448
56.632543,46.598931
56.830176,46.17453
57.123691,46.060388
57.353668,45.855223
57.477817,45.273205
57.767998,45.3265
57.915106,44.691412
58.02018,44.004731
58.173284,43.342551
58.271489,42.67829
58.453329,42.231386
58.534449,41.279468
58.669565,40.666197
58.710958,39.797842
58.686339,38.849429
58.815612,38.16105
58.863459,36.629246
58.919758,35.83605
58.958744,35.141426
58.97052,34.371419
58.686575,33.481893
58.285814,33.046485
57.914432,32.670607
57.613555,32.528085
56.967525,32.271395
56.452911,31.825861
56.067582,31.662804
55.86436,31.810926
55.546685,31.80797
55.446713,32.66686
55.406499,33.590252
55.16072,33.929969
54.952642,34.336521
54.652246,34.435346
54.819368,36.020583
