name,longitude,latitude
Унуксе река (верх),26.721843,59.303579
Уннуксат озеро,33.566368,60.991663
Унуксе/Уннас/Унокс/Уннукс деревня,26.701707,59.474769
Унуксе река (низ),26.768306,59.499611
Унус озеро,33.044348,63.819527
Унус озеро,31.6324,63.6743
Унус озеро,32.793889,62.373333
Унукс/Онас/Унас остров,25.5381307,60.2055167
