name,longitude,latitude
Оунас озеро,24.890414,67.439315
Оунас озеро,25.419408,66.790766
Оунас озеро,23.598944,68.381578
Оунас село,27.323454,64.195249
Оунас хребет,24,67.333333
Оунас конец,27.72785,64.222178
Оунас сопка,23.8,68.25
Оунас гора,25.798493,66.500237
