51.1854312,39.2765138
51.1799651,39.8592559
51.2785195,40.3828908
51.5710812,42.2577162
51.9885619,42.2758148
52.8874624,42.9125585
53.4757286,43.1734772
54.2851774,43.2884765
54.7495983,43.2921446
54.9055987,43.5928663
54.8644851,43.9120519
54.7388876,44.0798636
54.7581341,44.4711738
54.9701475,44.4956339
55.0555405,45.8182286
55.3368817,46.1950671
55.4444672,46.3816656
55.679469,45.9144618
55.5290587,45.9486797
55.5115663,45.5730846
55.6090357,44.5602825
55.5282815,44.3117168
55.4648328,43.7653458
55.2673138,42.1979959
55.1273345,41.7165132
55.1113984,41.5470669
53.7474791,41.2585439
53.426032,41.1973134
53.3316629,41.0295575
53.1001546,40.9232021
52.851296,40.7375659
52.7658796,40.4465559
53.0162263,39.8705216
51.5295278,39.0867825
51.1854312,39.2765138
